ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6
20820,170000.0,1,2,1,38,-1,0,-1,-1,-1,0,715.0,3282.0,715.0,15067.0,11572.0,3282.0,3282.0,0.0,3122.0
17392,240000.0,2,2,1,43,0,0,0,0,0,0,47026.0,45827.0,39527.0,1781.0,2200.0,1923.0,1682.0,2000.0,2000.0
4850,140000.0,2,1,2,27,-1,-1,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2943.0
4374,90000.0,2,1,1,36,-1,-1,-2,-2,-2,-1,0.0,0.0,1980.0,0.0,0.0,0.0,0.0,1980.0,0.0
7293,240000.0,2,3,1,41,1,-2,-2,-1,0,0,88670.0,199444.0,178706.0,12.0,16.0,103751.0,117086.0,6146.0,4501.0
27186,90000.0,1,2,2,27,0,0,2,0,0,0,45977.0,43936.0,37142.0,3011.0,1207.0,1619.0,1576.0,1600.0,2000.0
9799,20000.0,2,1,2,23,1,2,0,0,-1,0,3282.0,1814.0,2232.0,0.0,1000.0,100.0,1814.0,1000.0,0.0
18993,210000.0,2,1,2,31,-2,-2,-2,-2,-2,-2,378.0,378.0,378.0,376.0,569.0,378.0,378.0,378.0,378.0
10853,80000.0,2,2,2,23,0,0,0,0,0,0,21808.0,15995.0,12290.0,2427.0,1214.0,600.0,656.0,282.0,0.0
20246,80000.0,2,5,1,52,2,0,0,0,0,0,78017.0,29599.0,26927.0,2773.0,3236.0,2000.0,2000.0,1000.0,1500.0
7473,90000.0,2,2,1,33,0,0,2,0,0,0,47804.0,44230.0,48144.0,56388.0,112.0,1779.0,1786.0,5414.0,2418.0
2655,50000.0,2,3,2,23,0,0,0,0,0,2,32929.0,34549.0,33458.0,1861.0,2004.0,1324.0,3768.0,1.0,1141.0
20179,300000.0,2,1,1,30,-2,-2,-2,-2,-2,-2,1128.0,1750.0,819.0,0.0,811.0,1128.0,1760.0,819.0,753.0
10691,300000.0,1,2,1,35,1,2,0,0,0,0,224580.0,179060.0,154320.0,10000.0,10000.0,8000.0,8000.0,10000.0,3632.0
29342,50000.0,1,2,2,28,0,0,2,2,0,0,8459.0,8635.0,7473.0,2000.0,1000.0,1000.0,282.0,1000.0,500.0
12733,70000.0,2,3,0,34,1,2,2,2,2,2,18438.0,18004.0,19546.0,1500.0,0.0,2000.0,0.0,2000.0,0.0
21568,30000.0,2,1,2,25,0,0,0,0,0,0,16498.0,16923.0,17649.0,1550.0,1308.0,1300.0,700.0,1000.0,2000.0
14321,20000.0,2,2,2,22,0,0,2,0,0,0,16566.0,17370.0,19905.0,3000.0,1000.0,1000.0,2000.0,3000.0,0.0
2752,360000.0,2,2,2,39,-1,2,2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29878,340000.0,1,2,2,36,-2,-2,-2,-2,-2,-2,12062.0,3894.0,7957.0,14594.0,15047.0,12064.0,3894.0,7957.0,18191.0
23932,20000.0,1,2,2,22,0,0,2,2,2,2,6310.0,7204.0,6943.0,3500.0,1000.0,1000.0,1000.0,0.0,1000.0
18853,160000.0,2,2,2,24,0,0,0,0,0,0,16617.0,17670.0,0.0,4060.0,6037.0,8528.0,7053.0,0.0,0.0
14755,300000.0,2,1,1,29,0,0,0,0,0,0,69268.0,70647.0,73044.0,2000.0,2000.0,2500.0,2100.0,3000.0,2000.0
6726,200000.0,1,1,1,36,0,0,2,2,2,0,5840.0,5603.0,6352.0,2500.0,0.0,1500.0,0.0,1000.0,1000.0
10995,230000.0,2,1,2,32,1,2,2,2,0,0,207759.0,212014.0,225246.0,10000.0,7598.0,0.0,8000.0,17000.0,0.0
18454,130000.0,2,1,2,26,-2,-2,-2,-2,-2,-2,-173.0,-173.0,-173.0,3532.0,857.0,1000.0,0.0,0.0,0.0
25548,150000.0,2,3,2,39,0,0,0,0,0,-1,25032.0,12500.0,12500.0,1662.0,1783.0,1282.0,250.0,12500.0,12500.0
445,240000.0,1,1,2,44,0,0,0,0,0,0,200643.0,194410.0,198857.0,12026.0,9010.0,7400.0,8000.0,8000.0,7000.0
20946,120000.0,1,2,2,32,-1,-1,-1,-1,-1,-1,20440.0,4260.0,15308.0,6000.0,7680.0,20440.0,4260.0,15308.0,7000.0
13122,240000.0,2,2,1,38,0,0,0,-2,-2,-2,0.0,0.0,0.0,3004.0,0.0,0.0,0.0,0.0,0.0
17904,50000.0,1,2,1,29,3,2,2,4,4,4,400.0,400.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0
16545,50000.0,1,3,2,27,0,0,0,0,0,0,32034.0,28133.0,23860.0,1961.0,2075.0,1294.0,999.0,934.0,849.0
4194,10000.0,2,1,2,22,1,3,2,2,2,2,8672.0,8388.0,9248.0,0.0,0.0,1000.0,0.0,1000.0,0.0
10611,50000.0,2,3,1,61,0,0,0,0,0,2,23564.0,30882.0,30242.0,1672.0,1686.0,1000.0,7764.0,0.0,1000.0
20612,340000.0,1,1,2,29,0,0,0,0,0,0,227152.0,221218.0,159462.0,10000.0,13012.0,8008.0,8343.0,9463.0,196000.0
4787,100000.0,2,2,2,56,0,0,2,0,0,0,70352.0,68186.0,68538.0,9300.0,0.0,2500.0,2700.0,2700.0,2600.0
27445,410000.0,1,1,2,32,0,0,0,0,0,0,201941.0,101962.0,104837.0,7000.0,9000.0,9000.0,5000.0,5000.0,5000.0
16031,570000.0,2,1,2,30,0,0,0,-1,0,-1,74003.0,57763.0,50852.0,50468.0,33372.0,74085.0,290.0,51107.0,41791.0
5955,200000.0,1,2,2,26,0,0,0,0,0,0,109970.0,113436.0,115402.0,5500.0,4000.0,4000.0,5242.0,5000.0,4400.0
14641,230000.0,2,1,1,32,-2,-2,-2,-2,-2,-2,0.0,0.0,0.0,1428.0,600.0,0.0,0.0,0.0,0.0
5881,190000.0,1,1,2,35,0,0,0,0,0,0,23433.0,22173.0,22598.0,1807.0,2000.0,2010.0,1003.0,2007.0,3019.0
27339,440000.0,1,1,2,33,-1,-1,-1,-1,0,-1,17165.0,1176.0,18377.0,16911.0,5945.0,17165.0,0.0,18377.0,1759.0
11322,400000.0,2,1,1,31,-1,-1,-1,-1,-1,-1,325.0,325.0,325.0,2833.0,1162.0,325.0,325.0,325.0,325.0
18653,190000.0,2,2,2,29,-1,-1,-1,-1,0,0,12895.0,9968.0,9968.0,5537.0,20879.0,12895.0,0.0,0.0,0.0
6365,30000.0,2,3,1,59,0,0,0,0,0,0,31276.0,30428.0,29371.0,4946.0,2000.0,1220.0,1232.0,1052.0,1500.0
6326,50000.0,1,3,1,51,-1,-1,0,0,0,0,4843.0,6379.0,6878.0,4600.0,1500.0,2000.0,2000.0,1000.0,3000.0
4682,200000.0,2,2,1,36,0,0,0,0,0,0,198794.0,203070.0,161002.0,10700.0,8000.0,7500.0,8200.0,10000.0,29000.0
21749,130000.0,2,2,2,25,-1,-1,-1,-1,-1,-1,396.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0
17586,20000.0,2,3,1,39,2,3,2,2,3,2,16677.0,16119.0,16548.0,0.0,1000.0,2000.0,0.0,1000.0,1000.0
27181,200000.0,1,3,1,48,-2,-2,-2,-2,-2,-2,433.0,14398.0,3475.0,4127.0,8683.0,436.0,14595.0,3516.0,7651.0
637,50000.0,2,3,1,49,0,0,0,0,0,0,6918.0,6941.0,4756.0,1107.0,1000.0,1000.0,1500.0,2150.0,0.0
27914,10000.0,2,2,1,26,2,2,2,2,2,0,6199.0,5951.0,6255.0,2500.0,0.0,1500.0,0.0,400.0,400.0
5756,30000.0,2,3,1,29,1,2,2,2,2,2,14502.0,15501.0,15105.0,0.0,2905.0,0.0,1386.0,0.0,600.0
28207,400000.0,2,1,2,39,-2,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18439,50000.0,2,1,2,23,0,0,0,0,-1,-1,44580.0,4712.0,3914.0,5000.0,4000.0,1010.0,5504.0,5500.0,5000.0
4740,230000.0,2,2,2,26,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8618.0
19611,240000.0,2,2,1,47,0,0,0,0,0,0,125050.0,126479.0,130266.0,6000.0,7000.0,6500.0,5000.0,6000.0,6000.0
2912,500000.0,1,1,1,49,-1,-1,-1,-1,-1,-1,1320.0,1320.0,1320.0,1320.0,1320.0,1320.0,1320.0,1320.0,1320.0
17841,10000.0,1,2,2,23,0,0,-1,0,0,0,9071.0,9038.0,5005.0,5000.0,7000.0,5000.0,5000.0,1000.0,10000.0
16848,100000.0,1,2,2,45,2,2,2,2,0,0,54336.0,50640.0,49113.0,0.0,4817.0,6.0,1700.0,3650.0,0.0
14214,20000.0,2,3,1,38,-1,-1,0,0,0,-1,16449.0,6989.0,2021.0,12783.0,1000.0,6782.0,670.0,2021.0,0.0
7931,440000.0,2,2,1,47,1,-1,-1,-1,-1,-1,-11.0,2220.0,165.0,1166.0,1891.0,0.0,2231.0,165.0,1573.0
3352,10000.0,2,2,2,25,0,0,0,0,0,0,9850.0,8214.0,8054.0,1185.0,1030.0,1000.0,1000.0,2000.0,2000.0
13807,50000.0,1,2,1,41,2,0,0,0,0,0,7470.0,6406.0,3679.0,2572.0,2602.0,349.0,706.0,500.0,1000.0
5663,200000.0,2,2,1,33,-1,-1,-1,-1,0,0,15845.0,15845.0,-39.0,5846.0,200.0,15845.0,0.0,0.0,0.0
21985,30000.0,2,3,2,28,-1,-1,-1,-1,-1,2,1299.0,600.0,450.0,25460.0,1000.0,1306.0,600.0,0.0,11961.0
8226,20000.0,1,1,2,33,1,2,2,2,2,2,18453.0,19755.0,19288.0,0.0,2260.0,0.0,1600.0,0.0,644.0
8712,100000.0,2,2,2,24,-1,-1,-1,-1,-1,-1,5476.0,396.0,811.0,0.0,1967.0,7142.0,396.0,811.0,817.0
9335,30000.0,1,1,2,25,0,0,0,0,0,0,30651.0,30107.0,26304.0,1800.0,1800.0,1300.0,1560.0,1000.0,1100.0
8568,80000.0,2,2,1,47,0,0,0,0,0,0,6674.0,6810.0,0.0,1188.0,1000.0,133.0,136.0,0.0,1407.0
18774,50000.0,2,2,2,27,2,2,2,2,0,0,22765.0,22990.0,23369.0,3000.0,2000.0,0.0,900.0,900.0,1006.0
5896,180000.0,2,1,2,27,0,0,0,0,0,0,128571.0,128631.0,129813.0,5000.0,6000.0,5000.0,5000.0,5000.0,5000.0
23411,140000.0,2,2,1,42,1,-2,-1,-1,-1,-1,1039.0,1139.0,0.0,0.0,1497.0,1039.0,1139.0,0.0,5023.0
1502,220000.0,2,2,1,30,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24961,40000.0,1,1,2,35,-2,-2,-2,-2,-2,-2,0.0,2483.0,1396.0,2277.0,1521.0,0.0,2483.0,1396.0,1350.0
16412,200000.0,2,2,2,38,0,0,0,0,0,0,5418.0,5131.0,5741.0,5000.0,1155.0,1000.0,103.0,1000.0,109.0
26481,30000.0,2,2,1,59,0,0,0,0,0,0,29007.0,29195.0,21335.0,1449.0,1503.0,1315.0,893.0,1000.0,513.0
14412,250000.0,2,1,1,50,-2,-2,-1,-1,-1,-2,9138.0,1187.0,1235.0,2749.0,5674.0,9527.0,1187.0,1235.0,2678.0
21126,30000.0,1,2,3,40,2,0,0,0,0,2,5975.0,6474.0,6225.0,1000.0,1090.0,1175.0,600.0,0.0,1000.0
28955,200000.0,2,1,2,37,0,0,0,0,0,0,22765.0,23374.0,24134.0,1500.0,2000.0,1500.0,1200.0,1200.0,1200.0
4853,60000.0,2,3,2,23,1,2,0,0,0,0,6000.0,7568.0,7568.0,0.0,1050.0,0.0,1568.0,0.0,6729.0
25667,80000.0,2,2,1,47,0,0,0,0,0,0,28977.0,28756.0,28962.0,1433.0,1489.0,1457.0,1016.0,1046.0,1211.0
1159,340000.0,2,2,1,48,-1,-1,-1,0,0,-1,2895.0,2895.0,2360.0,0.0,4105.0,0.0,0.0,2360.0,1090.0
1939,290000.0,1,1,1,40,0,0,0,0,0,0,89712.0,82809.0,76334.0,4000.0,4250.0,5000.0,3241.0,3500.0,7000.0
10414,100000.0,1,2,2,40,0,0,0,0,0,0,37298.0,39687.0,40044.0,3595.0,3218.0,1345.0,3000.0,1275.0,440.0
5371,450000.0,1,2,1,44,-1,-1,-1,-1,-1,-1,14327.0,14890.0,6687.0,5971.0,3712.0,14347.0,14903.0,6707.0,25963.0
13725,50000.0,1,3,2,23,0,0,-1,-1,-1,-1,5087.0,4270.0,7881.0,1008.0,1600.0,5087.0,4270.0,7881.0,1000.0
4943,270000.0,2,1,2,31,-2,-2,-2,-2,-2,-2,913.0,1471.0,1302.0,592.0,1593.0,913.0,1471.0,1302.0,7107.0
5338,50000.0,2,2,1,31,0,0,0,0,0,0,14199.0,14965.0,15712.0,2450.0,2100.0,1000.0,1000.0,1000.0,1000.0
5869,260000.0,1,2,2,31,-1,-1,-1,-1,-1,-1,326.0,326.0,326.0,652.0,326.0,326.0,326.0,326.0,144.0
8899,50000.0,2,2,1,27,2,2,0,0,0,0,19522.0,19775.0,20325.0,0.0,1280.0,662.0,837.0,1000.0,1120.0
14844,100000.0,2,1,2,29,-2,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6255,60000.0,2,2,2,27,0,0,0,0,2,0,17486.0,17067.0,17255.0,2000.0,2000.0,2000.0,0.0,620.0,1710.0
12121,150000.0,1,3,1,27,2,2,2,2,0,0,189717.0,195670.0,198611.0,10000.0,8000.0,2000.0,9000.0,8000.0,110000.0
3323,160000.0,2,1,2,24,0,0,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28433,500000.0,2,1,1,33,-1,-1,-1,0,0,-1,130689.0,77736.0,151.0,8022.0,34000.0,100028.0,0.0,151.0,2682.0
15331,270000.0,2,2,1,39,0,0,0,0,0,0,339599.0,174797.0,180313.0,6000.0,6079.0,6213.0,12840.0,8500.0,8205.0
28769,500000.0,2,1,2,37,0,0,0,0,0,0,71055.0,61248.0,40737.0,3032.0,3200.0,1946.0,1734.0,2000.0,4128.0
16911,170000.0,1,2,1,39,0,0,0,0,0,0,112300.0,110371.0,113685.0,5000.0,20000.0,6000.0,5000.0,5000.0,3000.0
8421,50000.0,1,2,1,40,0,0,0,0,0,0,10122.0,9146.0,9341.0,1166.0,1200.0,481.0,321.0,336.0,174.0
9908,200000.0,2,2,1,42,-1,-1,-1,-1,-1,-1,6934.0,2255.0,3021.0,0.0,2521.0,6935.0,2255.0,3021.0,0.0
22353,350000.0,2,1,2,32,0,0,0,0,2,0,295642.0,283684.0,282575.0,9501.0,10766.0,29060.0,55.0,10104.0,9324.0
9072,260000.0,2,2,1,53,0,0,0,0,0,0,189500.0,182771.0,188876.0,10020.0,10007.0,10017.0,10003.0,10007.0,10036.0
21076,360000.0,1,1,1,43,0,-1,-1,-1,-2,-2,0.0,0.0,0.0,3390.0,3638.0,0.0,0.0,0.0,0.0
28676,100000.0,2,1,2,28,2,0,0,0,0,0,19706.0,20378.0,22038.0,3000.0,3000.0,10000.0,1000.0,2000.0,4000.0
29594,230000.0,1,3,1,39,-1,-1,0,-1,-1,-2,797.0,-3.0,-3.0,2990.0,1020.0,799.0,0.0,0.0,0.0
26178,150000.0,2,3,2,28,-2,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24662,80000.0,1,1,1,46,0,0,0,0,0,0,45721.0,49006.0,56275.0,2000.0,1771.0,1715.0,4000.0,8697.0,0.0
6513,360000.0,1,3,2,34,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1702,70000.0,2,1,1,40,0,0,0,0,0,0,28929.0,29535.0,28160.0,1597.0,1407.0,972.0,1007.0,1028.0,913.0
29785,210000.0,1,2,1,31,-1,-1,2,-1,-1,-1,2048.0,740.0,740.0,2488.0,0.0,2048.0,740.0,740.0,740.0
25145,90000.0,1,2,1,55,0,0,0,0,0,0,27132.0,31675.0,37900.0,5000.0,6000.0,5000.0,5000.0,8000.0,2000.0
14349,100000.0,2,2,2,26,-1,-1,-1,-1,-1,-1,1823.0,1516.0,3378.0,6186.0,2208.0,1823.0,1516.0,3378.0,3431.0
19277,110000.0,2,3,1,41,0,0,0,0,0,0,108641.0,48519.0,33448.0,5300.0,4300.0,4800.0,2500.0,2000.0,2000.0
7929,200000.0,2,1,2,29,-1,-1,-1,-1,-2,-1,0.0,0.0,5162.0,0.0,65.0,0.0,0.0,5162.0,0.0
10637,80000.0,2,1,2,23,1,2,0,0,2,0,28622.0,24619.0,23211.0,0.0,1659.0,4000.0,0.0,1000.0,25000.0
17400,60000.0,2,2,2,36,0,0,0,0,0,0,47022.0,31606.0,30820.0,2000.0,5015.0,2000.0,3000.0,1300.0,1500.0
23732,30000.0,2,2,2,53,-1,-1,0,0,0,0,7380.0,8580.0,10000.0,15700.0,2000.0,2000.0,1200.0,2200.0,0.0
28864,200000.0,2,1,2,40,-1,-1,-1,-1,-1,-1,0.0,948.0,0.0,9973.0,2457.0,0.0,948.0,0.0,1302.0
26885,500000.0,1,1,1,45,-1,-1,-1,-1,-1,0,14071.0,2915.0,157.0,5308.0,3527.0,14133.0,2928.0,2.0,343.0
18059,50000.0,1,3,1,37,5,4,3,2,0,0,50306.0,49706.0,49706.0,0.0,0.0,0.0,0.0,0.0,0.0
18273,330000.0,1,3,1,56,-1,-1,2,-1,-1,0,360.0,7143.0,5725.0,1499.0,0.0,360.0,7143.0,3000.0,2383.0
12029,80000.0,1,1,2,31,1,2,2,0,0,0,50829.0,50687.0,47362.0,2515.0,16.0,2003.0,2013.0,5007.0,113.0
17475,180000.0,2,1,1,46,-1,-1,-1,-1,-1,-1,11926.0,9718.0,34322.0,16359.0,14293.0,11949.0,9737.0,34449.0,25691.0
9969,50000.0,2,1,2,26,1,-2,-2,-1,0,0,6954.0,7361.0,6957.0,0.0,0.0,6954.0,500.0,1000.0,500.0
25970,80000.0,2,2,1,41,-1,-1,-1,-1,-1,-1,264.0,264.0,414.0,264.0,264.0,264.0,264.0,414.0,264.0
13168,210000.0,1,1,2,30,1,-1,2,0,0,-1,855.0,855.0,599.0,855.0,0.0,0.0,0.0,599.0,0.0
3455,20000.0,2,2,1,50,2,0,0,0,0,0,19704.0,19563.0,20391.0,1315.0,2401.0,900.0,709.0,1548.0,0.0
14682,500000.0,2,2,2,31,0,0,0,0,0,0,66144.0,75191.0,80619.0,5000.0,5040.0,17604.0,10000.0,10000.0,10200.0
24747,420000.0,1,4,2,36,1,-2,-1,-1,0,0,10415.0,7792.0,-3.0,1819.0,1143.0,10429.0,194.0,556.0,0.0
12627,80000.0,1,3,1,55,0,0,0,0,0,0,19000.0,15178.0,14717.0,3121.0,8443.0,1582.0,548.0,531.0,479.0
16625,420000.0,1,1,2,32,0,0,0,2,0,0,87076.0,55508.0,57771.0,4118.0,14000.0,0.0,1837.0,3010.0,144204.0
5119,290000.0,2,1,2,29,0,0,0,0,0,0,22587.0,24219.0,26647.0,3000.0,2000.0,2000.0,2000.0,3000.0,2000.0
29206,50000.0,1,2,2,23,0,0,0,2,2,2,10596.0,12421.0,12129.0,1387.0,4200.0,0.0,1958.0,0.0,1000.0
17699,130000.0,2,1,1,46,0,0,0,0,0,-1,22001.0,3403.0,3859.0,1593.0,3000.0,4000.0,0.0,3860.0,249.0
14052,300000.0,2,1,2,26,-1,-1,-1,-1,-1,-1,3569.0,657.0,0.0,1946.0,790.0,3569.0,657.0,0.0,3412.0
13651,260000.0,1,2,1,53,-2,-2,-2,-2,-2,-2,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
8173,500000.0,1,1,2,43,0,0,0,-1,-1,-1,3887.0,0.0,7413.0,22650.0,0.0,3887.0,0.0,7413.0,0.0
5900,260000.0,2,2,1,43,1,-2,-2,-1,0,-1,832.0,416.0,1398.0,0.0,0.0,2080.0,0.0,1398.0,0.0
24371,240000.0,1,2,2,46,0,0,0,0,0,0,246364.0,127177.0,33622.0,9200.0,12000.0,5700.0,3200.0,1200.0,1000.0
21858,210000.0,2,3,1,27,0,0,-2,-1,-1,-2,1008.0,0.0,0.0,0.0,0.0,1008.0,0.0,0.0,0.0
17116,210000.0,2,1,2,26,0,-1,-1,-1,-1,-1,330.0,330.0,330.0,18480.0,330.0,330.0,330.0,330.0,480.0
13454,20000.0,1,2,2,29,0,0,0,0,2,0,13730.0,13371.0,13491.0,1200.0,1208.0,1579.0,0.0,608.0,2000.0
10330,170000.0,2,2,1,23,2,0,0,0,0,0,129548.0,121625.0,108462.0,5936.0,4584.0,4002.0,4093.0,4187.0,4335.0
28097,50000.0,2,2,1,39,1,2,2,2,0,0,28357.0,28984.0,30012.0,0.0,3500.0,0.0,1100.0,1500.0,1100.0
4812,50000.0,1,2,2,43,0,0,0,0,0,0,20246.0,20321.0,20387.0,1940.0,1407.0,704.0,730.0,796.0,520.0
14454,330000.0,2,1,2,28,1,-1,2,2,2,2,11.0,11.0,11.0,504.0,0.0,0.0,0.0,0.0,0.0
17945,120000.0,1,1,1,42,0,0,2,2,2,0,11905.0,11420.0,12081.0,2000.0,1400.0,1700.0,0.0,1000.0,700.0
12358,150000.0,2,1,2,30,-2,-2,-2,-2,-2,-2,4357.0,0.0,0.0,5568.0,6106.0,4357.0,0.0,0.0,0.0
9289,150000.0,2,1,2,40,-1,-1,-1,-1,-2,-2,0.0,0.0,0.0,1819.0,1012.0,0.0,0.0,0.0,0.0
4148,20000.0,1,3,1,26,3,2,3,2,0,0,10970.0,11636.0,12442.0,2100.0,0.0,0.0,1000.0,1000.0,0.0
23714,270000.0,2,2,1,65,-1,-1,-1,-1,-1,-1,5145.0,8422.0,6374.0,0.0,2521.0,5184.0,8422.0,6374.0,0.0
10700,140000.0,1,2,1,73,0,0,0,0,0,0,135772.0,138675.0,137197.0,5082.0,5008.0,5000.0,6016.0,5018.0,5264.0
7244,10000.0,1,3,2,33,-1,-1,-1,-1,-1,-1,390.0,540.0,150.0,1473.0,390.0,390.0,540.0,150.0,3780.0
20256,80000.0,2,3,2,55,2,0,0,0,0,0,49662.0,48867.0,48278.0,3100.0,2420.0,2000.0,1656.0,1693.0,1767.0
27772,150000.0,2,2,2,26,0,0,0,0,0,0,74204.0,75678.0,74235.0,3083.0,10000.0,2554.0,2566.0,2600.0,3016.0
27096,140000.0,1,2,2,30,-1,-1,-1,-1,-1,-1,3000.0,3000.0,49128.0,54700.0,34050.0,3000.0,3000.0,49128.0,5000.0
23377,30000.0,2,5,1,31,0,0,0,0,0,0,26921.0,15525.0,0.0,1656.0,1545.0,1300.0,825.0,0.0,0.0
8004,160000.0,1,2,2,30,0,-1,-1,0,-1,-1,150.0,1240.0,0.0,1280.0,5850.0,0.0,1240.0,0.0,0.0
2687,360000.0,1,2,2,48,0,0,0,0,0,-2,80570.0,8333.0,8325.0,4500.0,3000.0,50000.0,8400.0,8325.0,12967.0
21501,160000.0,2,2,2,39,0,0,2,2,2,0,43481.0,43515.0,49619.0,7000.0,0.0,7847.0,1026.0,7000.0,7968.0
17717,120000.0,2,2,1,51,-1,-1,0,0,0,0,58677.0,51549.0,46552.0,62462.0,2299.0,1919.0,1838.0,2200.0,90000.0
21684,20000.0,2,2,2,22,0,0,0,0,0,0,19222.0,18014.0,18627.0,2000.0,1700.0,1500.0,1000.0,1000.0,1000.0
71,80000.0,1,1,2,31,-1,-1,-1,-1,-1,-1,390.0,390.0,390.0,0.0,390.0,390.0,390.0,390.0,390.0
26850,20000.0,1,2,2,26,2,0,0,0,2,2,9597.0,9294.0,10242.0,1200.0,1140.0,1700.0,0.0,1100.0,0.0
13501,140000.0,1,2,2,36,1,2,2,2,2,2,47053.0,48150.0,49009.0,2000.0,1600.0,2000.0,2000.0,1800.0,0.0
3294,30000.0,1,1,2,23,0,0,0,0,0,0,30106.0,30318.0,28985.0,1507.0,5538.0,1030.0,1500.0,1500.0,1500.0
2943,290000.0,2,2,2,30,0,0,0,-1,0,0,234456.0,236813.0,211237.0,12549.0,7003.0,234456.0,9500.0,7592.0,7626.0
3485,100000.0,1,2,2,27,0,0,0,0,0,0,80234.0,80090.0,79494.0,4850.0,3740.0,2798.0,2865.0,3020.0,2377.0
13078,50000.0,2,2,2,34,1,-2,-1,-1,-1,0,0.0,600.0,600.0,0.0,400.0,0.0,600.0,0.0,4275.0
24615,290000.0,1,2,1,36,0,0,0,0,0,0,61332.0,62445.0,59213.0,3500.0,3000.0,3000.0,3000.0,3000.0,3000.0
19087,180000.0,2,2,1,37,0,0,0,0,0,0,76602.0,76896.0,78588.0,2800.0,3333.0,3310.0,2900.0,3040.0,3500.0
28110,60000.0,2,2,1,39,-1,-1,-1,-2,-2,-1,0.0,0.0,465.0,1217.0,0.0,0.0,0.0,465.0,0.0
22958,50000.0,2,3,1,48,0,0,0,0,0,0,33855.0,28064.0,29660.0,5000.0,2000.0,2500.0,2500.0,2000.0,2500.0
7808,180000.0,1,1,1,42,0,0,0,0,0,0,81755.0,81316.0,81206.0,5087.0,2891.0,3755.0,2941.0,3206.0,2837.0
24464,310000.0,1,1,2,33,-1,-1,-1,-1,-1,-1,0.0,1715.0,11936.0,12910.0,990.0,0.0,1715.0,11936.0,277.0
28626,310000.0,2,1,1,31,-2,-2,-2,-2,-2,-2,0.0,0.0,1635.0,0.0,24480.0,0.0,0.0,1635.0,3008.0
4394,50000.0,2,1,2,29,0,0,0,0,0,0,16387.0,16882.0,17350.0,1799.0,2000.0,582.0,754.0,893.0,943.0
10381,310000.0,2,1,1,38,1,-2,-2,-2,-2,-1,0.0,0.0,69.0,0.0,0.0,0.0,0.0,69.0,500.0
15448,20000.0,1,2,2,26,0,0,2,2,0,0,18521.0,18615.0,19015.0,3100.0,1700.0,0.0,700.0,700.0,860.0
9092,240000.0,2,3,2,50,0,0,0,0,0,0,191997.0,196221.0,200058.0,9490.0,8163.0,6753.0,7197.0,7176.0,5265.0
9303,300000.0,1,1,2,41,-1,-1,-1,-1,-1,-1,800.0,0.0,1951.0,1610.0,0.0,800.0,0.0,1951.0,0.0
11245,60000.0,1,1,2,24,0,0,0,0,-1,-1,150.0,262.0,3467.0,3000.0,17000.0,0.0,262.0,3467.0,11250.0
19054,80000.0,2,3,1,37,0,0,0,0,0,0,49103.0,48649.0,49701.0,3000.0,2500.0,1800.0,2000.0,1800.0,2000.0
15094,180000.0,1,1,2,41,0,0,0,0,0,0,4130.0,238.0,0.0,6241.0,2324.0,1019.0,1.0,0.0,1452.0
7901,210000.0,2,2,1,40,-1,-1,-1,-1,-1,-1,2000.0,900.0,406.0,560.0,5287.0,2000.0,900.0,406.0,900.0
14680,200000.0,2,1,1,38,-1,-1,-1,-1,-1,-1,14997.0,2996.0,5525.0,6877.0,5129.0,17653.0,2996.0,6143.0,3538.0
23370,270000.0,2,1,2,34,0,0,0,0,0,0,131241.0,127080.0,122213.0,4500.0,7028.0,4728.0,5037.0,4530.0,5000.0
125,20000.0,1,1,2,27,0,0,0,0,0,0,19378.0,19717.0,15630.0,1404.0,1130.0,600.0,861.0,313.0,0.0
26101,260000.0,2,2,1,37,0,0,0,0,0,0,179052.0,177072.0,175285.0,6107.0,6501.0,6005.0,5805.0,5909.0,6106.0
24245,330000.0,1,1,2,31,0,0,0,-1,-1,0,3381.0,40635.0,40490.0,9000.0,7558.0,5000.0,42054.0,3000.0,2000.0
